	sentence	labels	predictions	max_prob	predictive_entropy	dempster_shafer	softmax_gap
172	[CLS] men de er jo smukke - ikke grimme.'[SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0175 0.0014 0.0009 0.0011 0.0659 0.3359 0.0013 0.0000 0.0000 0.0000 0.0000 0.0567 0.4835 0.3500 0.1273 0.0696 0.0494 0.0444 0.0357 0.0244 0.0162 0.0119 0.0098 0.0088 0.0083 0.0083 0.0086 0.0091 0.0097 0.0103 0.0108 0.0113 0.0117 0.0120 0.0122	0.1079 0.0131 0.0083 0.0097 0.2596 0.8155 0.0112 0.0005 0.0003 0.0000 0.0001 0.2204 0.6960 0.6909 0.4639 0.3043 0.2330 0.2128 0.1801 0.1339 0.0961 0.0739 0.0626 0.0569 0.0543 0.0541 0.0557 0.0585 0.0615 0.0645 0.0673 0.0696 0.0716 0.0731 0.0742	0.0017 0.0006 0.0003 0.0002 0.0019 0.0218 0.0004 0.0000 0.0000 0.0000 0.0000 0.0002 0.0004 0.0007 0.0008 0.0009 0.0012 0.0015 0.0017 0.0016 0.0014 0.0012 0.0011 0.0010 0.0009 0.0009 0.0010 0.0010 0.0010 0.0011 0.0011 0.0011 0.0011 0.0012 0.0012	0.0187 0.0015 0.0010 0.0012 0.0661 0.3387 0.0014 0.0000 0.0000 0.0000 0.0000 0.0570 0.4825 0.3507 0.1276 0.0698 0.0497 0.0448 0.0361 0.0247 0.0165 0.0121 0.0100 0.0090 0.0085 0.0085 0.0088 0.0093 0.0099 0.0105 0.0110 0.0115 0.0119 0.0122 0.0124
173	[CLS] brian sand mindes en anden pudsig episode angaende bull terrierens udseende :'i en strøgbutik mødte jeg en lille dreng, der næppe var [SEP]	-100 9 -100 16 18 18 18 18 -100 18 18 -100 -100 18 -100 18 -100 -100 18 18 18 18 18 18 -100 18 18 18 18 18 18 18 18 18 -100	18 9 18 16 18 18 18 18 18 18 18 18 18 18 9 16 16 16 16 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0093 0.0133 0.3787 0.0230 0.0836 0.0035 0.0059 0.0007 0.0003 0.2544 0.1492 0.0248 0.2566 0.4305 0.1687 0.0726 0.0374 0.0278 0.0101 0.1595 0.0001 0.0003 0.0001 0.0138 0.0006 0.0000 0.0000 0.0000 0.0007 0.4793 0.0000 0.0001 0.0000 0.0000 0.0001	0.0639 0.0837 1.0122 0.1397 0.3310 0.0270 0.0438 0.0063 0.0031 0.7643 0.6172 0.1394 0.6579 0.7477 0.5596 0.3143 0.1988 0.1627 0.0725 0.4558 0.0012 0.0030 0.0012 0.0959 0.0067 0.0004 0.0001 0.0000 0.0062 0.7633 0.0003 0.0008 0.0005 0.0000 0.0009	0.0004 0.0011 0.0219 0.0057 0.0091 0.0008 0.0017 0.0002 0.0002 0.0222 0.0324 0.0027 0.0035 0.0020 0.0049 0.0051 0.0027 0.0039 0.0026 0.0017 0.0000 0.0001 0.0000 0.0041 0.0005 0.0000 0.0000 0.0000 0.0000 0.0051 0.0000 0.0000 0.0000 0.0000 0.0000	0.0110 0.0163 0.3945 0.0251 0.0848 0.0037 0.0061 0.0007 0.0003 0.2560 0.1518 0.0248 0.2557 0.4301 0.1691 0.0727 0.0374 0.0280 0.0103 0.1589 0.0001 0.0003 0.0001 0.0142 0.0007 0.0000 0.0000 0.0000 0.0007 0.4795 0.0000 0.0001 0.0000 0.0000 0.0001
174	[CLS]'se mor, er den ikke sød,'læspede han. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 18 -100 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 9 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0190 0.0006 0.5661 0.5007 0.0004 0.0013 0.0001 0.0001 0.0030 0.0000 0.0000 0.0616 0.0061 0.0024 0.0001 0.0242 0.0606 0.1816 0.2810 0.2930 0.2386 0.1545 0.0805 0.0409 0.0249 0.0187 0.0164 0.0156 0.0157 0.0161 0.0165 0.0167 0.0166 0.0163 0.0160	0.1157 0.0055 1.4538 1.7683 0.0044 0.0106 0.0015 0.0008 0.0207 0.0001 0.0001 0.2647 0.0381 0.0176 0.0009 0.1167 0.2390 0.5149 0.6925 0.7709 0.7235 0.5496 0.3456 0.2054 0.1362 0.1063 0.0940 0.0900 0.0900 0.0918 0.0937 0.0946 0.0943 0.0932 0.0918	0.0018 0.0001 0.0878 0.1932 0.0002 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0017 0.0002 0.0001 0.0000 0.0002 0.0004 0.0009 0.0016 0.0023 0.0029 0.0030 0.0026 0.0020 0.0016 0.0013 0.0012 0.0011 0.0012 0.0012 0.0013 0.0013 0.0013 0.0013 0.0013	0.0202 0.0006 0.5933 0.6516 0.0006 0.0013 0.0001 0.0001 0.0030 0.0000 0.0000 0.0620 0.0061 0.0024 0.0001 0.0242 0.0606 0.1817 0.2812 0.2935 0.2393 0.1552 0.0811 0.0413 0.0252 0.0189 0.0165 0.0158 0.0159 0.0163 0.0167 0.0168 0.0168 0.0165 0.0161
175	[CLS] det syntes mor ikke, hun sa den anden vej, men han trak hende i frakken og fortsatte :'se mor, den ligner en hund.'[SEP] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 -100 18 18 18 18 18 18 18 18 18 18 18 18 18 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 9 18 18 18 18 18 18 18 18 18 18	0.0481 0.0105 0.0347 0.4108 0.0020 0.0000 0.0002 0.0002 0.0001 0.0008 0.0022 0.0000 0.0002 0.0001 0.0002 0.0002 0.0001 0.0384 0.0080 0.0000 0.0005 0.0000 0.0000 0.0259 0.3378 0.0002 0.0001 0.0007 0.0003 0.0002 0.0000 0.0000 0.0003 0.0092 0.0440	0.2007 0.0654 0.2085 1.2277 0.0178 0.0001 0.0018 0.0021 0.0007 0.0068 0.0178 0.0001 0.0019 0.0011 0.0017 0.0027 0.0010 0.1677 0.0481 0.0001 0.0043 0.0002 0.0001 0.1567 1.2130 0.0017 0.0008 0.0060 0.0031 0.0017 0.0000 0.0001 0.0031 0.0530 0.1818	0.0009 0.0013 0.0113 0.0823 0.0008 0.0000 0.0000 0.0001 0.0000 0.0001 0.0004 0.0000 0.0000 0.0000 0.0001 0.0001 0.0000 0.0005 0.0002 0.0000 0.0000 0.0000 0.0000 0.0032 0.0852 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0003	0.0472 0.0108 0.0358 0.4173 0.0021 0.0000 0.0002 0.0002 0.0001 0.0008 0.0023 0.0000 0.0002 0.0001 0.0002 0.0003 0.0001 0.0385 0.0080 0.0000 0.0005 0.0000 0.0000 0.0277 0.4268 0.0002 0.0001 0.0007 0.0004 0.0002 0.0000 0.0000 0.0003 0.0092 0.0440
176	[CLS] han skulle blive 72 ar, inden han fik sit gennembrud hos det brede publikum med albummet'the healer '. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 3 13 -100 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0180 0.0005 0.0002 0.0001 0.0000 0.0022 0.0000 0.0004 0.0001 0.0005 0.0002 0.0034 0.0171 0.1275 0.6826 0.0317 0.0001 0.0000 0.0000 0.0020 0.1092 0.0170 0.0002 0.0002 0.0127 0.0245 0.0370 0.0505 0.0905 0.1405 0.1468 0.1044 0.0573 0.0287 0.0162	0.1120 0.0049 0.0016 0.0011 0.0003 0.0160 0.0004 0.0034 0.0008 0.0049 0.0021 0.0279 0.1061 0.5011 1.8114 0.1801 0.0009 0.0003 0.0000 0.0159 0.5260 0.1218 0.0024 0.0022 0.0774 0.1196 0.1644 0.2126 0.3328 0.4639 0.5029 0.4178 0.2738 0.1596 0.0993	0.0021 0.0002 0.0000 0.0000 0.0000 0.0001 0.0000 0.0000 0.0000 0.0001 0.0001 0.0010 0.0024 0.0085 0.0809 0.0034 0.0000 0.0000 0.0000 0.0002 0.0243 0.0090 0.0001 0.0000 0.0013 0.0008 0.0008 0.0012 0.0021 0.0035 0.0050 0.0055 0.0046 0.0032 0.0022	0.0202 0.0005 0.0002 0.0001 0.0000 0.0022 0.0000 0.0004 0.0001 0.0005 0.0002 0.0047 0.0223 0.1361 0.8124 0.0464 0.0001 0.0000 0.0000 0.0020 0.1129 0.0200 0.0003 0.0002 0.0133 0.0247 0.0371 0.0506 0.0907 0.1409 0.1477 0.1056 0.0584 0.0294 0.0167
177	[CLS] hans navn er john lee hooker, født 22. august 1917 i bluesmusikkens hjemstat mississippi. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 9 -100 16 -100 16 -100 -100 18 18 18 -100 18 18 -100 18 18 -100 -100 18 -100 0 -100 -100 18 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 9 16 16 16 16 18 18 18 18 18 3 18 18 18 18 18 18 18 18 18 16 18 18 18 18 18 18 18 18	0.1360 0.1671 0.0111 0.0009 0.0434 0.0049 0.4167 0.3284 0.4153 0.2996 0.4615 0.0004 0.0023 0.0009 0.0000 0.0333 0.3979 0.6618 0.0077 0.0009 0.0001 0.0008 0.0014 0.0013 0.0063 0.0606 0.3988 0.0118 0.0105 0.0020 0.0054 0.0241 0.0700 0.1180 0.1297	0.5035 0.7106 0.0744 0.0093 0.2035 0.0395 1.1130 0.8254 0.9707 0.9193 1.2916 0.0037 0.0201 0.0089 0.0005 0.1741 1.1686 1.7514 0.0526 0.0087 0.0010 0.0078 0.0130 0.0124 0.0504 0.3339 1.3670 0.0709 0.0716 0.0173 0.0385 0.1244 0.2840 0.4380 0.4917	0.0077 0.0465 0.0033 0.0006 0.0043 0.0018 0.0364 0.0277 0.0420 0.0381 0.0624 0.0001 0.0010 0.0005 0.0000 0.0029 0.0583 0.1280 0.0013 0.0003 0.0000 0.0002 0.0005 0.0006 0.0029 0.0212 0.1069 0.0011 0.0018 0.0005 0.0007 0.0013 0.0028 0.0056 0.0080	0.1405 0.1796 0.0114 0.0011 0.0444 0.0052 0.4239 0.3304 0.4331 0.3170 0.4752 0.0004 0.0024 0.0010 0.0000 0.0395 0.5117 0.8458 0.0139 0.0011 0.0001 0.0009 0.0017 0.0015 0.0069 0.0622 0.4132 0.0121 0.0108 0.0020 0.0055 0.0244 0.0706 0.1188 0.1307
178	[CLS] og nok fik han først det afgørende gennembrud i 1989, hvor han fik en grammy for'the healer ', men elskere af eksempelvis johnny win [SEP]	-100 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 3 -100 18 18 3 13 -100 18 18 18 18 -100 18 18 9 -100 -100 16 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 16 18	0.0118 0.0010 0.0011 0.0028 0.0007 0.0009 0.0010 0.0173 0.0049 0.0004 0.1174 0.0001 0.0104 0.0279 0.2171 0.0096 0.0539 0.0085 0.0001 0.0000 0.0008 0.0825 0.0050 0.0000 0.0000 0.0008 0.0004 0.0007 0.0000 0.3227 0.3130 0.1656 0.1697 0.5055 0.0069	0.0737 0.0085 0.0094 0.0210 0.0060 0.0070 0.0082 0.1136 0.0372 0.0038 0.4210 0.0010 0.0575 0.1270 0.5511 0.0663 0.2938 0.0655 0.0006 0.0002 0.0076 0.3447 0.0393 0.0003 0.0001 0.0069 0.0041 0.0064 0.0002 0.8899 0.8370 0.5579 0.5279 1.1468 0.0487	0.0011 0.0001 0.0001 0.0004 0.0001 0.0000 0.0001 0.0029 0.0011 0.0001 0.0056 0.0000 0.0001 0.0003 0.0020 0.0009 0.0075 0.0021 0.0000 0.0000 0.0002 0.0085 0.0022 0.0000 0.0000 0.0001 0.0000 0.0002 0.0000 0.0207 0.0196 0.0095 0.0093 0.0666 0.0012	0.0138 0.0011 0.0013 0.0033 0.0007 0.0009 0.0010 0.0234 0.0087 0.0005 0.1190 0.0001 0.0102 0.0273 0.2144 0.0097 0.0573 0.0106 0.0001 0.0000 0.0009 0.0858 0.0054 0.0000 0.0000 0.0008 0.0004 0.0007 0.0000 0.3259 0.3147 0.1659 0.1699 0.5126 0.0070
179	[CLS] john lee hookers indflydelse pa andre musikere som sanger og især som guitarist har været intet mindre end monumental. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 9 -100 16 -100 16 -100 -100 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 9 18 16 16 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0300 0.0314 0.1856 0.0484 0.1220 0.3472 0.0450 0.0363 0.0079 0.0005 0.0825 0.1414 0.0015 0.0069 0.0003 0.0070 0.0022 0.4751 0.0468 0.0325 0.0235 0.0053 0.0013 0.0012 0.0022 0.0000 0.0001 0.0004 0.0029 0.0137 0.0357 0.0412 0.0318 0.0221 0.0152	0.1645 0.1825 0.6749 0.2653 0.4608 0.9788 0.2754 0.2423 0.0650 0.0048 0.3792 0.6823 0.0139 0.0498 0.0030 0.0468 0.0179 0.8921 0.2512 0.1699 0.1306 0.0403 0.0111 0.0106 0.0180 0.0001 0.0008 0.0041 0.0226 0.0788 0.1642 0.1909 0.1666 0.1294 0.0958	0.0027 0.0056 0.0245 0.0132 0.0155 0.0498 0.0212 0.0240 0.0061 0.0004 0.0160 0.0555 0.0008 0.0016 0.0000 0.0006 0.0002 0.0123 0.0054 0.0032 0.0028 0.0011 0.0003 0.0002 0.0002 0.0000 0.0000 0.0000 0.0002 0.0006 0.0013 0.0020 0.0025 0.0025 0.0022	0.0332 0.0333 0.1855 0.0498 0.1256 0.3658 0.0541 0.0432 0.0094 0.0005 0.0959 0.2015 0.0021 0.0085 0.0003 0.0073 0.0023 0.4789 0.0516 0.0351 0.0250 0.0056 0.0013 0.0012 0.0023 0.0000 0.0001 0.0004 0.0030 0.0139 0.0362 0.0421 0.0331 0.0234 0.0161
180	[CLS] lee hooker opfandt den sejt, swingende boogie - guitarstil, som keith richards og guitaristerne francis rossi og ri [SEP]	-100 9 -100 16 -100 -100 18 18 18 18 18 -100 18 -100 -100 -100 -100 -100 18 18 9 -100 16 -100 -100 18 18 -100 9 -100 16 -100 18 9 -100	18 9 16 16 16 16 16 18 18 18 18 18 18 18 18 18 18 9 18 18 18 18 18 18 18 18 6 15 15 15 16 18 18 18 18	0.0187 0.0031 0.2018 0.0233 0.1109 0.1563 0.0526 0.1421 0.0239 0.0001 0.5108 0.1220 0.1043 0.2761 0.0734 0.0003 0.0103 0.4509 0.0007 0.0014 0.0042 0.0123 0.0235 0.0274 0.1300 0.0005 0.1594 0.3274 0.2003 0.3117 0.3356 0.1113 0.0001 0.0261 0.0071	0.1067 0.0249 0.6711 0.1437 0.4640 0.6156 0.2777 0.4748 0.1635 0.0012 1.4942 0.5603 0.4827 0.8545 0.3264 0.0029 0.0634 0.7871 0.0062 0.0112 0.0319 0.0864 0.1326 0.1317 0.4052 0.0046 0.5699 0.9653 0.6606 0.9143 1.0369 0.4307 0.0008 0.1615 0.0462	0.0009 0.0009 0.0121 0.0031 0.0080 0.0156 0.0071 0.0057 0.0099 0.0000 0.0682 0.0354 0.0252 0.0484 0.0156 0.0002 0.0014 0.0096 0.0001 0.0001 0.0003 0.0025 0.0033 0.0010 0.0020 0.0000 0.0111 0.0297 0.0243 0.0279 0.0465 0.0148 0.0000 0.0039 0.0007	0.0184 0.0031 0.2035 0.0238 0.1109 0.1565 0.0525 0.1447 0.0260 0.0001 0.5541 0.1344 0.1644 0.4962 0.1354 0.0005 0.0104 0.4514 0.0007 0.0014 0.0042 0.0125 0.0240 0.0277 0.1314 0.0005 0.1683 0.3494 0.2164 0.3220 0.3461 0.1128 0.0001 0.0263 0.0072
181	[CLS] og hvad mere er : han opfandt stilen allerede først i 40'erne. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 18 18 18 18 18 18 18 -100 -100 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0198 0.0003 0.0015 0.0004 0.0156 0.0039 0.0001 0.0001 0.0000 0.0000 0.0000 0.0000 0.0009 0.0002 0.2165 0.0004 0.0105 0.0161 0.0235 0.0334 0.0507 0.0642 0.0590 0.0391 0.0199 0.0103 0.0072 0.0068 0.0074 0.0084 0.0095 0.0107 0.0115 0.0121 0.0123	0.1187 0.0029 0.0140 0.0035 0.0824 0.0262 0.0012 0.0013 0.0002 0.0001 0.0001 0.0001 0.0082 0.0023 0.5892 0.0040 0.0625 0.0851 0.1169 0.1588 0.2266 0.2823 0.2757 0.2046 0.1200 0.0694 0.0504 0.0469 0.0497 0.0551 0.0613 0.0671 0.0714 0.0738 0.0749	0.0018 0.0001 0.0004 0.0001 0.0003 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0000 0.0065 0.0001 0.0006 0.0003 0.0003 0.0005 0.0011 0.0021 0.0032 0.0033 0.0026 0.0018 0.0013 0.0011 0.0010 0.0011 0.0012 0.0012 0.0013 0.0013 0.0013	0.0210 0.0003 0.0016 0.0004 0.0156 0.0039 0.0001 0.0001 0.0000 0.0000 0.0000 0.0000 0.0009 0.0002 0.2197 0.0006 0.0110 0.0162 0.0235 0.0335 0.0509 0.0646 0.0598 0.0398 0.0204 0.0106 0.0074 0.0069 0.0075 0.0085 0.0097 0.0108 0.0117 0.0122 0.0125
182	[CLS] dansk kultur skal skabes, forvaltes, plejes og forkæles af os danskere. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 1 18 18 18 18 18 -100 18 18 -100 18 18 -100 18 18 1 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 1 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0163 0.0306 0.3134 0.1066 0.0795 0.0001 0.1794 0.2825 0.0002 0.0612 0.3970 0.0006 0.1362 0.0038 0.0000 0.0002 0.3580 0.0000 0.0000 0.0002 0.0027 0.0220 0.0686 0.0871 0.0734 0.0536 0.0375 0.0280 0.0228 0.0196 0.0176 0.0165 0.0159 0.0155 0.0152	0.1024 0.1845 1.0784 0.4702 0.3693 0.0010 0.6042 0.8316 0.0020 0.2851 1.0942 0.0065 0.6265 0.0324 0.0002 0.0026 0.8090 0.0001 0.0005 0.0022 0.0190 0.1073 0.2591 0.3250 0.3057 0.2470 0.1871 0.1467 0.1226 0.1076 0.0984 0.0932 0.0904 0.0888 0.0875	0.0015 0.0074 0.0523 0.0181 0.0105 0.0000 0.0056 0.0216 0.0000 0.0039 0.0441 0.0004 0.0333 0.0020 0.0000 0.0001 0.0135 0.0000 0.0000 0.0000 0.0001 0.0002 0.0004 0.0008 0.0011 0.0013 0.0013 0.0012 0.0011 0.0010 0.0010 0.0010 0.0010 0.0011 0.0011	0.0175 0.0360 0.3277 0.1114 0.0814 0.0001 0.1801 0.2844 0.0002 0.0621 0.4049 0.0007 0.1532 0.0050 0.0000 0.0003 0.3651 0.0000 0.0000 0.0002 0.0027 0.0220 0.0687 0.0872 0.0735 0.0538 0.0377 0.0282 0.0229 0.0197 0.0178 0.0166 0.0160 0.0157 0.0154
183	[CLS] den er vores egenart og livsstil. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 -100 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0190 0.0129 0.0407 0.0326 0.0023 0.0013 0.0000 0.0224 0.0001 0.0096 0.0390 0.0809 0.1563 0.2504 0.3169 0.3214 0.2432 0.1364 0.0729 0.0478 0.0376 0.0321 0.0286 0.0264 0.0249 0.0235 0.0222 0.0209 0.0197 0.0186 0.0176 0.0167 0.0159 0.0153 0.0147	0.1155 0.0831 0.1855 0.1542 0.0174 0.0102 0.0002 0.1362 0.0008 0.0567 0.1671 0.2888 0.4688 0.6759 0.8383 0.8722 0.7416 0.5082 0.3208 0.2276 0.1850 0.1617 0.1472 0.1380 0.1315 0.1257 0.1201 0.1145 0.1092 0.1042 0.0997 0.0956 0.0920 0.0888 0.0863	0.0018 0.0012 0.0023 0.0017 0.0002 0.0001 0.0000 0.0016 0.0000 0.0005 0.0004 0.0005 0.0010 0.0021 0.0035 0.0047 0.0049 0.0042 0.0033 0.0026 0.0022 0.0020 0.0019 0.0018 0.0018 0.0018 0.0017 0.0017 0.0016 0.0016 0.0015 0.0015 0.0014 0.0014 0.0013	0.0203 0.0132 0.0411 0.0329 0.0023 0.0013 0.0000 0.0226 0.0001 0.0097 0.0391 0.0810 0.1564 0.2508 0.3179 0.3227 0.2443 0.1372 0.0735 0.0483 0.0380 0.0325 0.0290 0.0268 0.0252 0.0239 0.0225 0.0212 0.0200 0.0188 0.0178 0.0169 0.0161 0.0155 0.0149
184	[CLS] det bedste vi har. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0186 0.1234 0.0568 0.0455 0.0049 0.0001 0.0029 0.0045 0.0255 0.1033 0.1907 0.1905 0.1482 0.0976 0.0618 0.0421 0.0304 0.0236 0.0201 0.0186 0.0180 0.0175 0.0170 0.0165 0.0159 0.0153 0.0148 0.0144 0.0140 0.0136 0.0133 0.0131 0.0129 0.0127 0.0126	0.1142 0.4175 0.3084 0.2514 0.0344 0.0006 0.0201 0.0300 0.1232 0.3489 0.5422 0.6087 0.5545 0.4202 0.2987 0.2180 0.1652 0.1326 0.1154 0.1076 0.1040 0.1014 0.0987 0.0958 0.0929 0.0901 0.0877 0.0855 0.0834 0.0816 0.0800 0.0787 0.0776 0.0768 0.0763	0.0017 0.0035 0.0133 0.0106 0.0006 0.0000 0.0001 0.0002 0.0006 0.0017 0.0037 0.0062 0.0078 0.0076 0.0065 0.0051 0.0038 0.0030 0.0025 0.0022 0.0020 0.0019 0.0018 0.0017 0.0017 0.0016 0.0015 0.0015 0.0014 0.0014 0.0014 0.0013 0.0013 0.0013 0.0012	0.0201 0.1266 0.0597 0.0477 0.0050 0.0001 0.0029 0.0046 0.0257 0.1037 0.1914 0.1915 0.1494 0.0988 0.0627 0.0427 0.0308 0.0239 0.0204 0.0190 0.0183 0.0178 0.0173 0.0167 0.0161 0.0156 0.0151 0.0146 0.0142 0.0139 0.0135 0.0133 0.0131 0.0129 0.0128
185	[CLS] i debatten tordnes der løs mod det kgl. teaters repertoire. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]	-100 18 18 18 -100 18 18 18 6 15 -100 -100 15 -100 18 18 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100	18 18 18 18 18 18 18 18 18 18 15 18 15 15 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18	0.0220 0.0146 0.0956 0.0043 0.0082 0.0250 0.2220 0.0227 0.0338 0.5469 0.4744 0.0615 0.3843 0.3035 0.2696 0.0006 0.0047 0.0028 0.0055 0.0184 0.0460 0.0692 0.0682 0.0536 0.0418 0.0355 0.0319 0.0293 0.0271 0.0251 0.0233 0.0217 0.0204 0.0193 0.0183	0.1306 0.0955 0.4354 0.0372 0.0553 0.1405 0.7522 0.1517 0.1770 1.4205 1.4401 0.2683 1.3972 0.9891 1.0117 0.0061 0.0356 0.0236 0.0419 0.1089 0.2225 0.3098 0.3118 0.2571 0.2070 0.1782 0.1620 0.1512 0.1422 0.1339 0.1260 0.1189 0.1128 0.1077 0.1034	0.0021 0.0023 0.0095 0.0023 0.0015 0.0057 0.0459 0.0111 0.0057 0.0507 0.0725 0.0062 0.1200 0.0478 0.0436 0.0001 0.0006 0.0005 0.0008 0.0017 0.0034 0.0055 0.0063 0.0054 0.0041 0.0031 0.0026 0.0023 0.0022 0.0021 0.0020 0.0019 0.0018 0.0017 0.0016	0.0237 0.0155 0.0999 0.0048 0.0084 0.0258 0.2291 0.0239 0.0346 0.5517 0.4793 0.0634 0.4276 0.3518 0.3095 0.0007 0.0050 0.0032 0.0061 0.0193 0.0470 0.0701 0.0690 0.0542 0.0422 0.0358 0.0323 0.0297 0.0275 0.0255 0.0237 0.0221 0.0207 0.0196 0.0186
